12295,0.03636599,0.79684448,0.04094028
4617,-0.12677189,-0.03640317,-0.11972665
7181,0.04148193,0.20584826,0.09358638
4625,0.02359814,0.06824984,0.00570318
19,0.05044746,-0.18209839,-0.04254627
5653,0.00047398,0.17373657,-0.05457256
22,-0.00994253,-0.18357849,-0.07200527
26,-0.06407404,-0.13543701,0.02880096
8026,0.02107716,0.20053101,-0.02678107
30,0.0183444,0.23803711,-0.09772682
12037,0.09649359,0.21062859,0.090187
4641,-0.00226128,0.4720459,-0.10892487
34,0.03162098,-0.21855164,-0.1267395
12323,0.03745461,0.78211975,0.04817486
4644,-0.02180009,0.46343922,-0.11604396
4649,-0.01612114,0.40119658,-0.10235941
48,-0.0214529,0.28565979,-0.04922724
7219,0.08030117,0.45779419,-0.06270218
58,-0.04748559,-0.15072632,0.01117134
5705,0.06063223,-0.02098083,0.01130581
5711,0.17800645,-0.00878906,0.02291012
7248,0.16797998,0.00980874,0.00576863
5715,0.56332111,0.03417969,-0.1114378
5719,0.66461563,0.23564148,-0.3505497
88,0.37277358,-0.06886946,-0.02217545
96,0.0003305,0.00182494,-1.862e-05
100,0.01175199,0.05860536,0.01650057
5733,-0.01437187,-0.09512329,0.0303669
6761,0.09220147,-0.17913818,-0.06544399
6766,-0.03566551,-0.30213928,-0.15275383
111,-0.47637056,0.31314087,0.22653961
6770,-0.07929468,-0.27217102,-0.19416046
115,0.00550109,0.28665161,-0.05848217
6774,-0.05340385,-0.1622467,-0.13247824
5755,0.10955715,-0.91874695,-0.36339045
5767,-0.01251638,0.46146546,-0.11770553
11971,0.04312547,0.286065,-0.06336283
6804,-0.03705621,0.13700867,-0.01496696
6806,0.03402829,0.06315613,0.00483799
6811,0.09903646,0.12799072,0.01791954
6820,0.12594128,0.25257874,0.01890659
169,-0.0340252,-0.03844843,-0.06757983
6827,0.01986361,0.36599731,-0.07965088
172,0.12148691,-0.08168425,-0.02711151
7854,0.46205688,0.16169739,0.12995911
177,-0.00250717,-0.00061435,0.00094438
5812,0.17832708,-0.00775146,0.02283955
6838,0.17766285,0.56361389,0.05064251
5816,0.55577612,0.03405762,-0.11024475
6848,0.35034704,0.60932922,0.10369396
5323,-0.0307329,-0.06411878,-0.1704023
118,0.00312966,0.26263428,-0.06017113
5153,-0.00042486,0.00071052,0.00027251
5320,0.22131325,-0.14627231,-0.24001243
6859,0.00322291,0.10197449,-0.05385017
7885,-0.31172267,0.37174694,0.2369384
5327,-0.03831975,-0.03410166,-0.05951091
209,-0.08926706,-0.01837511,-0.1159657
6867,-0.00174636,0.20610046,-0.04660225
7895,-0.25742642,0.48701968,0.23932459
5854,0.10598755,-0.90391541,-0.35947227
5329,0.11984199,-0.08584913,-0.01293298
5353,-0.09609632,-0.04337704,-0.13436019
7914,-0.00025132,0.09796143,-0.0335741
7918,0.01739054,0.52894284,-0.13526482
4848,0.36627476,-0.05729759,-0.02365433
4851,0.11701453,-0.06963909,-0.04379927
4853,-0.02649125,-0.0385743,-0.0852129
6902,0.23904467,0.61016846,0.07035065
4855,-0.06294129,-0.00745334,-0.11406303
760,-0.42952871,-0.42259216,0.11649418
255,-0.10200317,-0.01890781,-0.09975036
6917,0.12522842,0.1970062,0.04896376
7942,0.40568972,0.21556091,0.06191063
6921,0.09525731,0.20883388,0.08814649
6926,0.33588912,0.03821365,-0.01449109
6931,0.22528366,0.12653866,0.02984552
6933,-6.794e-05,0.00375816,-0.00016804
6937,-0.00360361,-0.00258663,0.00391781
794,-0.14239407,0.39524841,0.05320263
7187,-0.26488378,0.3770381,0.28014047
301,-0.0219063,-0.05849688,-0.15603287
822,0.08469467,0.41251873,-0.00535304
5444,0.18708543,-0.00127861,-0.02103475
341,-0.00351715,0.51890564,-0.10855484
6998,0.29845064,0.01322993,0.05619673
7514,0.00041723,0.01316833,0.01072788
7003,0.0853893,0.20645872,0.09227544
348,0.15822763,0.47253602,0.11409879
7006,0.11418334,0.17754155,0.05885163
8032,0.02860022,0.80537415,0.00958347
8036,0.0879879,1.17048645,0.0800581
8040,-0.01662922,1.30130005,0.09194469
8043,-0.16203403,1.30531311,0.11417961
5490,-0.02198628,-0.01481478,-0.13905924
883,0.00094414,0.00982666,0.01979446
379,-0.67867482,-0.36863708,0.21043777
7043,0.09271637,0.21565656,0.09408552
7055,-0.25102518,0.25779823,0.15118282
7072,0.08407257,0.21808895,0.08218512
12361,0.0361886,0.77105713,0.04415417
245,-0.28086495,-0.34010315,0.07045269
5058,0.00028312,0.11027527,-0.03682709
4550,-0.01390725,0.38317676,-0.09804984
4572,-0.01703228,0.42966234,-0.10836879
4584,-0.05463321,-0.06058205,-0.17448671
7157,0.01693594,0.40852356,-0.07900524
